P/T (kPa/K),Den (Kg/cu m),Temp (C),Pres (kPa),Alt (m)
7.24204901053325E-05,2.5242E-4,52.944100,2.3612E-2,61590
7.25028136642659E-05,2.5271E-4,52.914200,2.3637E-2,61580
7.25852383674431E-05,2.5300E-4,52.884300,2.3662E-2,61570
7.2667764348426E-05,2.5329E-4,52.854400,2.3686E-2,61560
7.27503917409653E-05,2.5357E-4,52.824500,2.3711E-2,61550
7.28331206790005E-05,2.5386E-4,52.794600,2.3736E-2,61540
7.29159512966603E-05,2.5415E-4,52.764700,2.3761E-2,61530
7.29988837282628E-05,2.5444E-4,52.734800,2.3786E-2,61520
7.30819181083167E-05,2.5473E-4,52.704900,2.3810E-2,61510
7.31650545715192E-05,2.5502E-4,52.675000,2.3835E-2,61500
7.32482932527593E-05,2.5531E-4,52.645100,2.3860E-2,61490
7.33316342871159E-05,2.5560E-4,52.615200,2.3885E-2,61480
7.34150778098592E-05,2.5589E-4,52.585300,2.3910E-2,61470
7.34986239564502E-05,2.5618E-4,52.555400,2.3935E-2,61460
7.35822728625418E-05,2.5647E-4,52.525500,2.3960E-2,61450
7.36660246639785E-05,2.5677E-4,52.495600,2.3985E-2,61440
7.37498794967969E-05,2.5706E-4,52.465700,2.4010E-2,61430
7.3833837497226E-05,2.5735E-4,52.435800,2.4036E-2,61420
7.39178988016875E-05,2.5764E-4,52.405900,2.4061E-2,61410
7.40020635467959E-05,2.5794E-4,52.376000,2.4086E-2,61400
7.40863318693591E-05,2.5823E-4,52.346100,2.4111E-2,61390
7.41707039063783E-05,2.5852E-4,52.316200,2.4136E-2,61380
7.42551797950489E-05,2.5882E-4,52.286300,2.4162E-2,61370
7.43397596727602E-05,2.5911E-4,52.256400,2.4187E-2,61360
7.44244436770958E-05,2.5941E-4,52.226500,2.4212E-2,61350
7.45092319458342E-05,2.5970E-4,52.196600,2.4238E-2,61340
7.45941246169488E-05,2.6000E-4,52.166700,2.4263E-2,61330
7.46791218286082E-05,2.6030E-4,52.136800,2.4288E-2,61320
7.47642237191768E-05,2.6059E-4,52.106900,2.4314E-2,61310
7.48494304272147E-05,2.6089E-4,52.077000,2.4339E-2,61300
7.49347420914783E-05,2.6119E-4,52.047100,2.4365E-2,61290
7.50201588509203E-05,2.6149E-4,52.017200,2.4390E-2,61280
7.51056808446903E-05,2.6178E-4,51.987300,2.4416E-2,61270
7.51913082121349E-05,2.6208E-4,51.957400,2.4441E-2,61260
7.52770410927982E-05,2.6238E-4,51.927500,2.4467E-2,61250
7.53628796264217E-05,2.6268E-4,51.897600,2.4493E-2,61240
7.54488239529452E-05,2.6298E-4,51.867700,2.4518E-2,61230
7.55348742125064E-05,2.6328E-4,51.837800,2.4544E-2,61220
7.56210305454416E-05,2.6358E-4,51.807900,2.4570E-2,61210
7.57072930922863E-05,2.6388E-4,51.778000,2.4596E-2,61200
7.57936619937748E-05,2.6418E-4,51.748100,2.4621E-2,61190
7.58801373908409E-05,2.6448E-4,51.718200,2.4647E-2,61180
7.59667194246183E-05,2.6478E-4,51.688300,2.4673E-2,61170
7.60534082364406E-05,2.6509E-4,51.658400,2.4699E-2,61160
7.61402039678419E-05,2.6539E-4,51.628500,2.4725E-2,61150
7.62271067605568E-05,2.6569E-4,51.598600,2.4751E-2,61140
7.63141167565211E-05,2.6600E-4,51.568700,2.4777E-2,61130
7.64012340978718E-05,2.6630E-4,51.538800,2.4803E-2,61120
7.64884589269471E-05,2.6660E-4,51.508900,2.4829E-2,61110
7.65757913862875E-05,2.6691E-4,51.479000,2.4855E-2,61100
7.66632316186356E-05,2.6721E-4,51.449100,2.4881E-2,61090
7.67507797669364E-05,2.6752E-4,51.419200,2.4907E-2,61080
7.68384359743376E-05,2.6782E-4,51.389300,2.4933E-2,61070
7.69262003841903E-05,2.6813E-4,51.359400,2.4959E-2,61060
7.70140731400488E-05,2.6844E-4,51.329500,2.4986E-2,61050
7.71020543856711E-05,2.6874E-4,51.299600,2.5012E-2,61040
7.71901442650193E-05,2.6905E-4,51.269700,2.5038E-2,61030
7.72783429222597E-05,2.6936E-4,51.239800,2.5064E-2,61020
7.73666505017633E-05,2.6966E-4,51.209900,2.5091E-2,61010
7.74550671481061E-05,2.6997E-4,51.180000,2.5117E-2,61000
7.75435930060698E-05,2.7028E-4,51.150100,2.5144E-2,60990
7.76322282206404E-05,2.7059E-4,51.120200,2.5170E-2,60980
7.77209729370111E-05,2.7090E-4,51.090300,2.5196E-2,60970
7.78098273005806E-05,2.7121E-4,51.060400,2.5223E-2,60960
7.78987914569543E-05,2.7152E-4,51.030500,2.5249E-2,60950
7.79878655519444E-05,2.7183E-4,51.000600,2.5276E-2,60940
7.80770497315701E-05,2.7214E-4,50.970700,2.5302E-2,60930
7.81663441420582E-05,2.7245E-4,50.940800,2.5329E-2,60920
7.82557489298433E-05,2.7276E-4,50.910900,2.5356E-2,60910
7.83452642415679E-05,2.7308E-4,50.881000,2.5382E-2,60900
7.84348902240829E-05,2.7339E-4,50.851100,2.5409E-2,60890
7.8524627024448E-05,2.7370E-4,50.821200,2.5436E-2,60880
7.86144747899318E-05,2.7401E-4,50.791300,2.5463E-2,60870
7.87044336680122E-05,2.7433E-4,50.761400,2.5489E-2,60860
7.87945038063772E-05,2.7464E-4,50.731500,2.5516E-2,60850
7.88846853529241E-05,2.7496E-4,50.701600,2.5543E-2,60840
7.8974978455761E-05,2.7527E-4,50.671700,2.5570E-2,60830
7.90653832632062E-05,2.7559E-4,50.641800,2.5597E-2,60820
7.91558999237892E-05,2.7590E-4,50.611900,2.5624E-2,60810
7.92465285862506E-05,2.7622E-4,50.582000,2.5651E-2,60800
7.93372693995426E-05,2.7653E-4,50.552100,2.5678E-2,60790
7.94281225128294E-05,2.7685E-4,50.522200,2.5705E-2,60780
7.95190880754873E-05,2.7717E-4,50.492300,2.5732E-2,60770
7.9610166237105E-05,2.7748E-4,50.462400,2.5759E-2,60760
7.9701357147484E-05,2.7780E-4,50.432500,2.5786E-2,60750
7.97926609566395E-05,2.7812E-4,50.402600,2.5813E-2,60740
7.98840778147996E-05,2.7844E-4,50.372700,2.5840E-2,60730
7.99756078724065E-05,2.7876E-4,50.342800,2.5868E-2,60720
8.00672512801165E-05,2.7908E-4,50.312900,2.5895E-2,60710
8.01590081888002E-05,2.7940E-4,50.283000,2.5922E-2,60700
8.02508787495432E-05,2.7972E-4,50.253100,2.5949E-2,60690
8.03428631136462E-05,2.8004E-4,50.223200,2.5977E-2,60680
8.04349614326252E-05,2.8036E-4,50.193300,2.6004E-2,60670
8.0527173858212E-05,2.8068E-4,50.163400,2.6031E-2,60660
8.06195005423546E-05,2.8100E-4,50.133500,2.6059E-2,60650
8.07119416372173E-05,2.8132E-4,50.103600,2.6086E-2,60640
8.08044972951812E-05,2.8165E-4,50.073700,2.6114E-2,60630
8.08971676688446E-05,2.8197E-4,50.043800,2.6141E-2,60620
8.0989952911023E-05,2.8229E-4,50.013900,2.6169E-2,60610
8.108285317475E-05,2.8262E-4,49.984000,2.6197E-2,60600
8.11758686132765E-05,2.8294E-4,49.954100,2.6224E-2,60590
8.12689993800726E-05,2.8327E-4,49.924200,2.6252E-2,60580
8.13622456288268E-05,2.8359E-4,49.894300,2.6280E-2,60570
8.14556075134466E-05,2.8392E-4,49.864400,2.6307E-2,60560
8.15490851880592E-05,2.8424E-4,49.834500,2.6335E-2,60550
8.16426788070111E-05,2.8457E-4,49.804600,2.6363E-2,60540
8.17363885248692E-05,2.8490E-4,49.774700,2.6391E-2,60530
8.18302144964206E-05,2.8522E-4,49.744800,2.6418E-2,60520
8.19241568766732E-05,2.8555E-4,49.714900,2.6446E-2,60510
8.20182158208561E-05,2.8588E-4,49.685000,2.6474E-2,60500
8.21123914844195E-05,2.8621E-4,49.655100,2.6502E-2,60490
8.22066840230357E-05,2.8653E-4,49.625200,2.6530E-2,60480
8.2301093592599E-05,2.8686E-4,49.595300,2.6558E-2,60470
8.23956203492256E-05,2.8719E-4,49.565400,2.6586E-2,60460
8.24902644492551E-05,2.8752E-4,49.535500,2.6614E-2,60450
8.25850260492499E-05,2.8785E-4,49.505600,2.6642E-2,60440
8.26799053059959E-05,2.8818E-4,49.475700,2.6671E-2,60430
8.27749023765027E-05,2.8851E-4,49.445800,2.6699E-2,60420
8.28700174180041E-05,2.8885E-4,49.415900,2.6727E-2,60410
8.29652505879582E-05,2.8918E-4,49.386000,2.6755E-2,60400
8.30606020440481E-05,2.8951E-4,49.356100,2.6783E-2,60390
8.31560719441819E-05,2.8984E-4,49.326200,2.6812E-2,60380
8.32516604464931E-05,2.9018E-4,49.296300,2.6840E-2,60370
8.33473677093413E-05,2.9051E-4,49.266400,2.6868E-2,60360
8.34431938913117E-05,2.9084E-4,49.236500,2.6897E-2,60350
8.35391391512169E-05,2.9118E-4,49.206600,2.6925E-2,60340
8.36352036480955E-05,2.9151E-4,49.176700,2.6954E-2,60330
8.37313875412136E-05,2.9185E-4,49.146800,2.6982E-2,60320
8.3827690990065E-05,2.9218E-4,49.116900,2.7011E-2,60310
8.39241141543712E-05,2.9252E-4,49.087000,2.7039E-2,60300
8.4020657194082E-05,2.9286E-4,49.057100,2.7068E-2,60290
8.41173202693757E-05,2.9319E-4,49.027200,2.7096E-2,60280
8.42141035406596E-05,2.9353E-4,48.997300,2.7125E-2,60270
8.43110071685703E-05,2.9387E-4,48.967400,2.7154E-2,60260
8.4408031313974E-05,2.9421E-4,48.937500,2.7183E-2,60250
8.45051761379668E-05,2.9455E-4,48.907600,2.7211E-2,60240
8.46024418018752E-05,2.9488E-4,48.877700,2.7240E-2,60230
8.46998284672564E-05,2.9522E-4,48.847800,2.7269E-2,60220
8.47973362958987E-05,2.9556E-4,48.817900,2.7298E-2,60210
8.48949654498215E-05,2.9590E-4,48.788000,2.7327E-2,60200
8.49927160912763E-05,2.9625E-4,48.758100,2.7356E-2,60190
8.50905883827464E-05,2.9659E-4,48.728200,2.7385E-2,60180
8.51885824869475E-05,2.9693E-4,48.698300,2.7414E-2,60170
8.52866985668284E-05,2.9727E-4,48.668400,2.7443E-2,60160
8.53849367855708E-05,2.9761E-4,48.638500,2.7472E-2,60150
8.548329730659E-05,2.9796E-4,48.608600,2.7501E-2,60140
8.55817802935352E-05,2.9830E-4,48.578700,2.7530E-2,60130
8.56803859102896E-05,2.9864E-4,48.548800,2.7559E-2,60120
8.57791143209711E-05,2.9899E-4,48.518900,2.7588E-2,60110
8.58779656899327E-05,2.9933E-4,48.489000,2.7617E-2,60100
8.59769401817626E-05,2.9968E-4,48.459100,2.7647E-2,60090
8.60760379612846E-05,3.0002E-4,48.429200,2.7676E-2,60080
8.61752591935582E-05,3.0037E-4,48.399300,2.7705E-2,60070
8.62746040438798E-05,3.0071E-4,48.369400,2.7735E-2,60060
8.63740726777822E-05,3.0106E-4,48.339500,2.7764E-2,60050
8.64736652610353E-05,3.0141E-4,48.309600,2.7793E-2,60040
8.65733819596467E-05,3.0175E-4,48.279700,2.7823E-2,60030
8.66732229398615E-05,3.0210E-4,48.249800,2.7852E-2,60020
8.67731883681632E-05,3.0245E-4,48.219900,2.7882E-2,60010
8.68732784112737E-05,3.0280E-4,48.190000,2.7912E-2,60000
8.69734932361538E-05,3.0315E-4,48.160100,2.7941E-2,59990
8.70738330100035E-05,3.0350E-4,48.130200,2.7971E-2,59980
8.71742979002629E-05,3.0385E-4,48.100300,2.8000E-2,59970
8.72748880746116E-05,3.0420E-4,48.070400,2.8030E-2,59960
8.73756037009697E-05,3.0455E-4,48.040500,2.8060E-2,59950
8.74764449474979E-05,3.0490E-4,48.010600,2.8090E-2,59940
8.75774119825983E-05,3.0525E-4,47.980700,2.8119E-2,59930
8.76785049749141E-05,3.0561E-4,47.950800,2.8149E-2,59920
8.77797240933308E-05,3.0596E-4,47.920900,2.8179E-2,59910
8.78810695069756E-05,3.0631E-4,47.891000,2.8209E-2,59900
8.79825413852187E-05,3.0667E-4,47.861100,2.8239E-2,59890
8.8084139897673E-05,3.0702E-4,47.831200,2.8269E-2,59880
8.81858652141948E-05,3.0737E-4,47.801300,2.8299E-2,59870
8.82877175048841E-05,3.0773E-4,47.771400,2.8329E-2,59860
8.83896969400847E-05,3.0809E-4,47.741500,2.8359E-2,59850
8.84918036903852E-05,3.0844E-4,47.711600,2.8389E-2,59840
8.85940379266191E-05,3.0880E-4,47.681700,2.8419E-2,59830
8.86963998198646E-05,3.0915E-4,47.651800,2.8450E-2,59820
8.87988895414457E-05,3.0951E-4,47.621900,2.8480E-2,59810
8.89015072629324E-05,3.0987E-4,47.592000,2.8510E-2,59800
8.90042531561411E-05,3.1023E-4,47.562100,2.8540E-2,59790
8.91071273931344E-05,3.1059E-4,47.532200,2.8571E-2,59780
8.92101301462225E-05,3.1095E-4,47.502300,2.8601E-2,59770
8.93132615879628E-05,3.1130E-4,47.472400,2.8631E-2,59760
8.94165218911606E-05,3.1166E-4,47.442500,2.8662E-2,59750
8.95199112288692E-05,3.1202E-4,47.412600,2.8692E-2,59740
8.96234297743907E-05,3.1239E-4,47.382700,2.8723E-2,59730
8.97270777012759E-05,3.1275E-4,47.352800,2.8753E-2,59720
8.98308551833255E-05,3.1311E-4,47.322900,2.8784E-2,59710
8.99347623945893E-05,3.1347E-4,47.293000,2.8814E-2,59700
9.00387995093675E-05,3.1383E-4,47.263100,2.8845E-2,59690
9.01429667022106E-05,3.1420E-4,47.233200,2.8876E-2,59680
9.02472641479202E-05,3.1456E-4,47.203300,2.8906E-2,59670
9.0351692021549E-05,3.1492E-4,47.173400,2.8937E-2,59660
9.04562504984013E-05,3.1529E-4,47.143500,2.8968E-2,59650
9.05609397540336E-05,3.1565E-4,47.113600,2.8999E-2,59640
9.06657599642547E-05,3.1602E-4,47.083700,2.9030E-2,59630
9.07707113051261E-05,3.1638E-4,47.053800,2.9061E-2,59620
9.08757939529627E-05,3.1675E-4,47.023900,2.9092E-2,59610
9.09810080843326E-05,3.1712E-4,46.994000,2.9122E-2,59600
9.10863538760584E-05,3.1748E-4,46.964100,2.9153E-2,59590
9.11918315052166E-05,3.1785E-4,46.934200,2.9185E-2,59580
9.12974411491387E-05,3.1822E-4,46.904300,2.9216E-2,59570
9.14031829854112E-05,3.1859E-4,46.874400,2.9247E-2,59560
9.15090571918759E-05,3.1896E-4,46.844500,2.9278E-2,59550
9.16150639466309E-05,3.1933E-4,46.814600,2.9309E-2,59540
9.17212034280304E-05,3.1970E-4,46.784700,2.9340E-2,59530
9.18274758146854E-05,3.2007E-4,46.754800,2.9371E-2,59520
9.19338812854638E-05,3.2044E-4,46.724900,2.9403E-2,59510
9.20404200194912E-05,3.2081E-4,46.695000,2.9434E-2,59500
9.21470921961509E-05,3.2118E-4,46.665100,2.9465E-2,59490
9.22538979950846E-05,3.2155E-4,46.635200,2.9497E-2,59480
9.23608375961926E-05,3.2193E-4,46.605300,2.9528E-2,59470
9.2467911179634E-05,3.2230E-4,46.575400,2.9560E-2,59460
9.25751189258282E-05,3.2267E-4,46.545500,2.9591E-2,59450
9.26824610154535E-05,3.2305E-4,46.515600,2.9623E-2,59440
9.27899376294492E-05,3.2342E-4,46.485700,2.9654E-2,59430
9.28975489490145E-05,3.2380E-4,46.455800,2.9686E-2,59420
9.30052951556102E-05,3.2417E-4,46.425900,2.9718E-2,59410
9.31131764309585E-05,3.2455E-4,46.396000,2.9749E-2,59400
9.32211929570434E-05,3.2493E-4,46.366100,2.9781E-2,59390
9.33293449161111E-05,3.2530E-4,46.336200,2.9813E-2,59380
9.34376324906705E-05,3.2568E-4,46.306300,2.9845E-2,59370
9.35460558634936E-05,3.2606E-4,46.276400,2.9876E-2,59360
9.36546152176158E-05,3.2644E-4,46.246500,2.9908E-2,59350
9.37633107363365E-05,3.2682E-4,46.216600,2.9940E-2,59340
9.38721426032194E-05,3.2719E-4,46.186700,2.9972E-2,59330
9.39811110020924E-05,3.2757E-4,46.156800,3.0004E-2,59320
9.40902161170493E-05,3.2795E-4,46.126900,3.0036E-2,59310
9.41994581324489E-05,3.2834E-4,46.097000,3.0068E-2,59300
9.43088372329159E-05,3.2872E-4,46.067100,3.0100E-2,59290
9.44183536033415E-05,3.2910E-4,46.037200,3.0132E-2,59280
9.45280074288834E-05,3.2948E-4,46.007300,3.0165E-2,59270
9.46377988949667E-05,3.2986E-4,45.977400,3.0197E-2,59260
9.47477281872839E-05,3.3025E-4,45.947500,3.0229E-2,59250
9.48577954917954E-05,3.3063E-4,45.917600,3.0261E-2,59240
9.49680009947301E-05,3.3101E-4,45.887700,3.0294E-2,59230
9.50783448825855E-05,3.3140E-4,45.857800,3.0326E-2,59220
9.51888273421286E-05,3.3178E-4,45.827900,3.0358E-2,59210
9.52994485603956E-05,3.3217E-4,45.798000,3.0391E-2,59200
9.54102087246932E-05,3.3256E-4,45.768100,3.0423E-2,59190
9.55211080225982E-05,3.3294E-4,45.738200,3.0456E-2,59180
9.56321466419584E-05,3.3333E-4,45.708300,3.0488E-2,59170
9.57433247708926E-05,3.3372E-4,45.678400,3.0521E-2,59160
9.58546425977916E-05,3.3410E-4,45.648500,3.0554E-2,59150
9.59661003113183E-05,3.3449E-4,45.618600,3.0586E-2,59140
9.60776981004079E-05,3.3488E-4,45.588700,3.0619E-2,59130
9.61894361542688E-05,3.3527E-4,45.558800,3.0652E-2,59120
9.63013146623824E-05,3.3566E-4,45.528900,3.0684E-2,59110
9.64133338145044E-05,3.3605E-4,45.499000,3.0717E-2,59100
9.65254938006641E-05,3.3644E-4,45.469100,3.0750E-2,59090
9.66377948111661E-05,3.3683E-4,45.439200,3.0783E-2,59080
9.67502370365895E-05,3.3723E-4,45.409300,3.0816E-2,59070
9.68628206677892E-05,3.3762E-4,45.379400,3.0849E-2,59060
9.69755458958957E-05,3.3801E-4,45.349500,3.0882E-2,59050
9.70884129123161E-05,3.3841E-4,45.319600,3.0915E-2,59040
9.72014219087344E-05,3.3880E-4,45.289700,3.0948E-2,59030
9.7314573077111E-05,3.3919E-4,45.259800,3.0981E-2,59020
9.74278666096846E-05,3.3959E-4,45.229900,3.1014E-2,59010
9.75413026989719E-05,3.3998E-4,45.200000,3.1047E-2,59000
9.76548815377678E-05,3.4038E-4,45.170100,3.1081E-2,58990
9.77686033191462E-05,3.4078E-4,45.140200,3.1114E-2,58980
9.78824682364602E-05,3.4117E-4,45.110300,3.1147E-2,58970
9.7996476483343E-05,3.4157E-4,45.080400,3.1181E-2,58960
9.81106282537073E-05,3.4197E-4,45.050500,3.1214E-2,58950
9.82249237417473E-05,3.4237E-4,45.020600,3.1247E-2,58940
9.83393631419376E-05,3.4277E-4,44.990700,3.1281E-2,58930
9.84539466490345E-05,3.4316E-4,44.960800,3.1314E-2,58920
9.85686744580761E-05,3.4356E-4,44.930900,3.1348E-2,58910
9.8683546764383E-05,3.4396E-4,44.901000,3.1381E-2,58900
9.87985637635583E-05,3.4437E-4,44.871100,3.1415E-2,58890
9.89137256514885E-05,3.4477E-4,44.841200,3.1449E-2,58880
9.90290326243438E-05,3.4517E-4,44.811300,3.1482E-2,58870
9.91444848785786E-05,3.4557E-4,44.781400,3.1516E-2,58860
9.92600826109314E-05,3.4597E-4,44.751500,3.1550E-2,58850
9.93758260184261E-05,3.4638E-4,44.721600,3.1584E-2,58840
9.94917152983718E-05,3.4678E-4,44.691700,3.1618E-2,58830
9.96077506483634E-05,3.4719E-4,44.661800,3.1652E-2,58820
9.97239322662822E-05,3.4759E-4,44.631900,3.1685E-2,58810
9.98402603502963E-05,3.4800E-4,44.602000,3.1719E-2,58800
9.99567350988607E-05,3.4840E-4,44.572100,3.1753E-2,58790
0.000100073356711,3.4881E-4,44.542200,3.1788E-2,58780
0.000100190125385,3.4922E-4,44.512300,3.1822E-2,58770
0.000100307041321,3.4962E-4,44.482400,3.1856E-2,58760
0.000100424104718,3.5003E-4,44.452500,3.1890E-2,58750
0.000100541315776,3.5044E-4,44.422600,3.1924E-2,58740
0.000100658674696,3.5085E-4,44.392700,3.1958E-2,58730
0.000100776181677,3.5126E-4,44.362800,3.1993E-2,58720
0.000100893836921,3.5167E-4,44.332900,3.2027E-2,58710
0.000101011640629,3.5208E-4,44.303000,3.2061E-2,58700
0.000101129593001,3.5249E-4,44.273100,3.2096E-2,58690
0.00010124769424,3.5290E-4,44.243200,3.2130E-2,58680
0.000101365944548,3.5331E-4,44.213300,3.2165E-2,58670
0.000101484344127,3.5373E-4,44.183400,3.2199E-2,58660
0.000101602893179,3.5414E-4,44.153500,3.2234E-2,58650
0.000101721591907,3.5455E-4,44.123600,3.2268E-2,58640
0.000101840440514,3.5497E-4,44.093700,3.2303E-2,58630
0.000101959439204,3.5538E-4,44.063800,3.2338E-2,58620
0.00010207858818,3.5580E-4,44.033900,3.2373E-2,58610
0.000102197887647,3.5621E-4,44.004000,3.2407E-2,58600
0.000102317337809,3.5663E-4,43.974100,3.2442E-2,58590
0.000102436938869,3.5705E-4,43.944200,3.2477E-2,58580
0.000102556691034,3.5746E-4,43.914300,3.2512E-2,58570
0.000102676594508,3.5788E-4,43.884400,3.2547E-2,58560
0.000102796649497,3.5830E-4,43.854500,3.2582E-2,58550
0.000102916856206,3.5872E-4,43.824600,3.2617E-2,58540
0.000103037214842,3.5914E-4,43.794700,3.2652E-2,58530
0.000103157725611,3.5956E-4,43.764800,3.2687E-2,58520
0.00010327838872,3.5998E-4,43.734900,3.2722E-2,58510
0.000103399204375,3.6040E-4,43.705000,3.2757E-2,58500
0.000103520172785,3.6082E-4,43.675100,3.2793E-2,58490
0.000103641294156,3.6125E-4,43.645200,3.2828E-2,58480
0.000103762568696,3.6167E-4,43.615300,3.2863E-2,58470
0.000103883996614,3.6209E-4,43.585400,3.2899E-2,58460
0.000104005578118,3.6252E-4,43.555500,3.2934E-2,58450
0.000104127313417,3.6294E-4,43.525600,3.2969E-2,58440
0.00010424920272,3.6336E-4,43.495700,3.3005E-2,58430
0.000104371246236,3.6379E-4,43.465800,3.3040E-2,58420
0.000104493444176,3.6422E-4,43.435900,3.3076E-2,58410
0.000104615796748,3.6464E-4,43.406000,3.3112E-2,58400
0.000104738304164,3.6507E-4,43.376100,3.3147E-2,58390
0.000104860966634,3.6550E-4,43.346200,3.3183E-2,58380
0.000104983784369,3.6592E-4,43.316300,3.3219E-2,58370
0.00010510675758,3.6635E-4,43.286400,3.3254E-2,58360
0.000105229886479,3.6678E-4,43.256500,3.3290E-2,58350
0.000105353171278,3.6721E-4,43.226600,3.3326E-2,58340
0.000105476612188,3.6764E-4,43.196700,3.3362E-2,58330
0.000105600209422,3.6807E-4,43.166800,3.3398E-2,58320
0.000105723963193,3.6850E-4,43.136900,3.3434E-2,58310
0.000105847873715,3.6894E-4,43.107000,3.3470E-2,58300
0.0001059719412,3.6937E-4,43.077100,3.3506E-2,58290
0.000106096165861,3.6980E-4,43.047200,3.3542E-2,58280
0.000106220547915,3.7024E-4,43.017300,3.3578E-2,58270
0.000106345087573,3.7067E-4,42.987400,3.3614E-2,58260
0.000106469785052,3.7110E-4,42.957500,3.3651E-2,58250
0.000106594640566,3.7154E-4,42.927600,3.3687E-2,58240
0.00010671965433,3.7198E-4,42.897700,3.3723E-2,58230
0.00010684482656,3.7241E-4,42.867800,3.3760E-2,58220
0.000106970157472,3.7285E-4,42.837900,3.3796E-2,58210
0.000107095647282,3.7329E-4,42.808000,3.3832E-2,58200
0.000107221296207,3.7372E-4,42.778100,3.3869E-2,58190
0.000107347104463,3.7416E-4,42.748200,3.3905E-2,58180
0.000107473072267,3.7460E-4,42.718300,3.3942E-2,58170
0.000107599199838,3.7504E-4,42.688400,3.3979E-2,58160
0.000107725487392,3.7548E-4,42.658500,3.4015E-2,58150
0.000107851935148,3.7592E-4,42.628600,3.4052E-2,58140
0.000107978543325,3.7636E-4,42.598700,3.4089E-2,58130
0.000108105312141,3.7680E-4,42.568800,3.4125E-2,58120
0.000108232241814,3.7725E-4,42.538900,3.4162E-2,58110
0.000108359332566,3.7769E-4,42.509000,3.4199E-2,58100
0.000108486584614,3.7813E-4,42.479100,3.4236E-2,58090
0.00010861399818,3.7858E-4,42.449200,3.4273E-2,58080
0.000108741573484,3.7902E-4,42.419300,3.4310E-2,58070
0.000108869310745,3.7947E-4,42.389400,3.4347E-2,58060
0.000108997210186,3.7991E-4,42.359500,3.4384E-2,58050
0.000109125272028,3.8036E-4,42.329600,3.4421E-2,58040
0.000109253496492,3.8081E-4,42.299700,3.4459E-2,58030
0.000109381883799,3.8125E-4,42.269800,3.4496E-2,58020
0.000109510434174,3.8170E-4,42.239900,3.4533E-2,58010
0.000109639147837,3.8215E-4,42.210000,3.4570E-2,58000
0.000109768025012,3.8260E-4,42.180100,3.4608E-2,57990
0.000109897065923,3.8305E-4,42.150200,3.4645E-2,57980
0.000110026270792,3.8350E-4,42.120300,3.4683E-2,57970
0.000110155639844,3.8395E-4,42.090400,3.4720E-2,57960
0.000110285173303,3.8440E-4,42.060500,3.4758E-2,57950
0.000110414871393,3.8485E-4,42.030600,3.4795E-2,57940
0.00011054473434,3.8531E-4,42.000700,3.4833E-2,57930
0.000110674762368,3.8576E-4,41.970800,3.4870E-2,57920
0.000110804955704,3.8621E-4,41.940900,3.4908E-2,57910
0.000110935314572,3.8667E-4,41.911000,3.4946E-2,57900
0.0001110658392,3.8712E-4,41.881100,3.4984E-2,57890
0.000111196529813,3.8758E-4,41.851200,3.5021E-2,57880
0.00011132738664,3.8804E-4,41.821300,3.5059E-2,57870
0.000111458409906,3.8849E-4,41.791400,3.5097E-2,57860
0.000111589599839,3.8895E-4,41.761500,3.5135E-2,57850
0.000111720956668,3.8941E-4,41.731600,3.5173E-2,57840
0.00011185248062,3.8987E-4,41.701700,3.5211E-2,57830
0.000111984171924,3.9032E-4,41.671800,3.5249E-2,57820
0.000112116030809,3.9078E-4,41.641900,3.5288E-2,57810
0.000112248057504,3.9124E-4,41.612000,3.5326E-2,57800
0.000112380252238,3.9171E-4,41.582100,3.5364E-2,57790
0.000112512615242,3.9217E-4,41.552200,3.5402E-2,57780
0.000112645146746,3.9263E-4,41.522300,3.5441E-2,57770
0.000112777846979,3.9309E-4,41.492400,3.5479E-2,57760
0.000112910716174,3.9355E-4,41.462500,3.5517E-2,57750
0.000113043754561,3.9402E-4,41.432600,3.5556E-2,57740
0.000113176962373,3.9448E-4,41.402700,3.5594E-2,57730
0.000113310339839,3.9495E-4,41.372800,3.5633E-2,57720
0.000113443887194,3.9541E-4,41.342900,3.5672E-2,57710
0.00011357760467,3.9588E-4,41.313000,3.5710E-2,57700
0.000113711492499,3.9635E-4,41.283100,3.5749E-2,57690
0.000113845550914,3.9681E-4,41.253200,3.5788E-2,57680
0.00011397978015,3.9728E-4,41.223300,3.5827E-2,57670
0.000114114180441,3.9775E-4,41.193400,3.5865E-2,57660
0.00011424875202,3.9822E-4,41.163500,3.5904E-2,57650
0.000114383495122,3.9869E-4,41.133600,3.5943E-2,57640
0.000114518409982,3.9916E-4,41.103700,3.5982E-2,57630
0.000114653496836,3.9963E-4,41.073800,3.6021E-2,57620
0.000114788755919,4.0010E-4,41.043900,3.6060E-2,57610
0.000114924187467,4.0057E-4,41.014000,3.6099E-2,57600
0.000115059791717,4.0104E-4,40.984100,3.6138E-2,57590
0.000115195568905,4.0152E-4,40.954200,3.6178E-2,57580
0.000115331519268,4.0199E-4,40.924300,3.6217E-2,57570
0.000115467643044,4.0247E-4,40.894400,3.6256E-2,57560
0.000115603940471,4.0294E-4,40.864500,3.6296E-2,57550
0.000115740411786,4.0342E-4,40.834600,3.6335E-2,57540
0.000115877057228,4.0389E-4,40.804700,3.6374E-2,57530
0.000116013877035,4.0437E-4,40.774800,3.6414E-2,57520
0.000116150871448,4.0485E-4,40.744900,3.6453E-2,57510
