P/T (kPa/K),Den (Kg/cu m),Temp (C),Pres (kPa),Alt (m)
0.084173331343135,2.9339E-1,-56.460000,1.8235E+1,12400
0.084305587267078,2.9385E-1,-56.460000,1.8264E+1,12390
0.084438050995905,2.9431E-1,-56.460000,1.8293E+1,12380
0.084570722856127,2.9477E-1,-56.460000,1.8321E+1,12370
0.084703603174767,2.9524E-1,-56.460000,1.8350E+1,12360
0.084836692279361,2.9570E-1,-56.460000,1.8379E+1,12350
0.08496999049796,2.9617E-1,-56.460000,1.8408E+1,12340
0.085103498159132,2.9663E-1,-56.460000,1.8437E+1,12330
0.08523721559196,2.9710E-1,-56.460000,1.8466E+1,12320
0.085371143126044,2.9756E-1,-56.460000,1.8495E+1,12310
0.085505281091502,2.9803E-1,-56.460000,1.8524E+1,12300
0.08563962981897,2.9850E-1,-56.460000,1.8553E+1,12290
0.085774189639605,2.9897E-1,-56.460000,1.8582E+1,12280
0.085908960885084,2.9944E-1,-56.460000,1.8611E+1,12270
0.086043943887604,2.9991E-1,-56.460000,1.8641E+1,12260
0.086179138979885,3.0038E-1,-56.460000,1.8670E+1,12250
0.086314546495169,3.0085E-1,-56.460000,1.8699E+1,12240
0.086450166767222,3.0133E-1,-56.460000,1.8729E+1,12230
0.086586000130336,3.0180E-1,-56.460000,1.8758E+1,12220
0.086722046919325,3.0227E-1,-56.460000,1.8787E+1,12210
0.086858307469531,3.0275E-1,-56.460000,1.8817E+1,12200
0.086994782116823,3.0322E-1,-56.460000,1.8847E+1,12190
0.087131471197598,3.0370E-1,-56.460000,1.8876E+1,12180
0.08726837504878,3.0418E-1,-56.460000,1.8906E+1,12170
0.087405494007824,3.0465E-1,-56.460000,1.8936E+1,12160
0.087542828412715,3.0513E-1,-56.460000,1.8965E+1,12150
0.087680378601967,3.0561E-1,-56.460000,1.8995E+1,12140
0.087818144914629,3.0609E-1,-56.460000,1.9025E+1,12130
0.087956127690281,3.0657E-1,-56.460000,1.9055E+1,12120
0.088094327269037,3.0706E-1,-56.460000,1.9085E+1,12110
0.088232743991545,3.0754E-1,-56.460000,1.9115E+1,12100
0.088371378198988,3.0802E-1,-56.460000,1.9145E+1,12090
0.088510230233085,3.0851E-1,-56.460000,1.9175E+1,12080
0.088649300436095,3.0899E-1,-56.460000,1.9205E+1,12070
0.088788589150809,3.0948E-1,-56.460000,1.9235E+1,12060
0.088928096720562,3.0996E-1,-56.460000,1.9265E+1,12050
0.089067823489226,3.1045E-1,-56.460000,1.9296E+1,12040
0.089207769801213,3.1094E-1,-56.460000,1.9326E+1,12030
0.089347936001477,3.1143E-1,-56.460000,1.9356E+1,12020
0.089488322435513,3.1191E-1,-56.460000,1.9387E+1,12010
0.089628929449361,3.1240E-1,-56.460000,1.9417E+1,12000
0.089769757389602,3.1290E-1,-56.460000,1.9448E+1,11990
0.089910806603364,3.1339E-1,-56.460000,1.9478E+1,11980
0.090052077438318,3.1388E-1,-56.460000,1.9509E+1,11970
0.090193570242684,3.1437E-1,-56.460000,1.9540E+1,11960
0.090335285365227,3.1487E-1,-56.460000,1.9570E+1,11950
0.09047722315526,3.1536E-1,-56.460000,1.9601E+1,11940
0.090619383962647,3.1586E-1,-56.460000,1.9632E+1,11930
0.090761768137799,3.1635E-1,-56.460000,1.9663E+1,11920
0.090904376031679,3.1685E-1,-56.460000,1.9694E+1,11910
0.091047207995802,3.1735E-1,-56.460000,1.9724E+1,11900
0.091190264382234,3.1785E-1,-56.460000,1.9755E+1,11890
0.091333545543594,3.1835E-1,-56.460000,1.9786E+1,11880
0.091477051833058,3.1885E-1,-56.460000,1.9818E+1,11870
0.091620783604352,3.1935E-1,-56.460000,1.9849E+1,11860
0.091764741211763,3.1985E-1,-56.460000,1.9880E+1,11850
0.09190892501013,3.2035E-1,-56.460000,1.9911E+1,11840
0.092053335354854,3.2086E-1,-56.460000,1.9942E+1,11830
0.09219797260189,3.2136E-1,-56.460000,1.9974E+1,11820
0.092342837107756,3.2186E-1,-56.460000,2.0005E+1,11810
0.092487929229527,3.2237E-1,-56.460000,2.0037E+1,11800
0.092633249324843,3.2288E-1,-56.460000,2.0068E+1,11790
0.092778797751901,3.2338E-1,-56.460000,2.0100E+1,11780
0.092924574869465,3.2389E-1,-56.460000,2.0131E+1,11770
0.093070581036861,3.2440E-1,-56.460000,2.0163E+1,11760
0.093216816613978,3.2491E-1,-56.460000,2.0194E+1,11750
0.093363281961275,3.2542E-1,-56.460000,2.0226E+1,11740
0.093509977439772,3.2593E-1,-56.460000,2.0258E+1,11730
0.09365690341106,3.2644E-1,-56.460000,2.0290E+1,11720
0.093804060237297,3.2696E-1,-56.460000,2.0322E+1,11710
0.093951448281209,3.2747E-1,-56.460000,2.0354E+1,11700
0.094099067906094,3.2799E-1,-56.460000,2.0386E+1,11690
0.094246919475819,3.2850E-1,-56.460000,2.0418E+1,11680
0.094395003354823,3.2902E-1,-56.460000,2.0450E+1,11670
0.094543319908119,3.2953E-1,-56.460000,2.0482E+1,11660
0.094691869501292,3.3005E-1,-56.460000,2.0514E+1,11650
0.094840652500502,3.3057E-1,-56.460000,2.0546E+1,11640
0.094989669272485,3.3109E-1,-56.460000,2.0579E+1,11630
0.095138920184551,3.3161E-1,-56.460000,2.0611E+1,11620
0.09528840560459,3.3213E-1,-56.460000,2.0643E+1,11610
0.095438125901068,3.3265E-1,-56.460000,2.0676E+1,11600
0.095588081443031,3.3318E-1,-56.460000,2.0708E+1,11590
0.095738272600105,3.3370E-1,-56.460000,2.0741E+1,11580
0.095888699742495,3.3422E-1,-56.460000,2.0773E+1,11570
0.096039363240989,3.3475E-1,-56.460000,2.0806E+1,11560
0.096190263466959,3.3527E-1,-56.460000,2.0839E+1,11550
0.096341400792358,3.3580E-1,-56.460000,2.0871E+1,11540
0.096492775589724,3.3633E-1,-56.460000,2.0904E+1,11530
0.096644388232182,3.3686E-1,-56.460000,2.0937E+1,11520
0.096796239093441,3.3739E-1,-56.460000,2.0970E+1,11510
0.096948328547799,3.3792E-1,-56.460000,2.1003E+1,11500
0.097100656970141,3.3845E-1,-56.460000,2.1036E+1,11490
0.097253224735941,3.3898E-1,-56.460000,2.1069E+1,11480
0.097406032221265,3.3951E-1,-56.460000,2.1102E+1,11470
0.097559079802766,3.4005E-1,-56.460000,2.1135E+1,11460
0.097712367857693,3.4058E-1,-56.460000,2.1168E+1,11450
0.097865896763885,3.4112E-1,-56.460000,2.1202E+1,11440
0.098019666899775,3.4165E-1,-56.460000,2.1235E+1,11430
0.098173678644392,3.4219E-1,-56.460000,2.1268E+1,11420
0.098327932377359,3.4273E-1,-56.460000,2.1302E+1,11410
0.098482428478897,3.4326E-1,-56.460000,2.1335E+1,11400
0.098637167329822,3.4380E-1,-56.460000,2.1369E+1,11390
0.098792149311551,3.4434E-1,-56.460000,2.1402E+1,11380
0.098947374806098,3.4488E-1,-56.460000,2.1436E+1,11370
0.09910284419608,3.4543E-1,-56.460000,2.1470E+1,11360
0.099258557864713,3.4597E-1,-56.460000,2.1503E+1,11350
0.099414516195816,3.4651E-1,-56.460000,2.1537E+1,11340
0.099570719573809,3.4706E-1,-56.460000,2.1571E+1,11330
0.09972716838372,3.4760E-1,-56.460000,2.1605E+1,11320
0.099883863011179,3.4815E-1,-56.460000,2.1639E+1,11310
0.100040803842422,3.4870E-1,-56.460000,2.1673E+1,11300
0.100197991264293,3.4924E-1,-56.460000,2.1707E+1,11290
0.100355425664244,3.4979E-1,-56.460000,2.1741E+1,11280
0.100513107430334,3.5034E-1,-56.460000,2.1775E+1,11270
0.100671036951233,3.5089E-1,-56.460000,2.1809E+1,11260
0.100829214616223,3.5144E-1,-56.460000,2.1844E+1,11250
0.100987640815194,3.5200E-1,-56.460000,2.1878E+1,11240
0.101146315938653,3.5255E-1,-56.460000,2.1912E+1,11230
0.101305240377717,3.5310E-1,-56.460000,2.1947E+1,11220
0.101464414524119,3.5366E-1,-56.460000,2.1981E+1,11210
0.101623838770208,3.5421E-1,-56.460000,2.2016E+1,11200
0.101783513508949,3.5477E-1,-56.460000,2.2050E+1,11190
0.101943439133923,3.5533E-1,-56.460000,2.2085E+1,11180
0.102103616039332,3.5589E-1,-56.460000,2.2120E+1,11170
0.102264044619997,3.5644E-1,-56.460000,2.2154E+1,11160
0.102424725271356,3.5700E-1,-56.460000,2.2189E+1,11150
0.102585658389473,3.5757E-1,-56.460000,2.2224E+1,11140
0.102746844371031,3.5813E-1,-56.460000,2.2259E+1,11130
0.102908283613338,3.5869E-1,-56.460000,2.2294E+1,11120
0.103069976514325,3.5925E-1,-56.460000,2.2329E+1,11110
0.103231923472549,3.5982E-1,-56.460000,2.2364E+1,11100
0.103394124887194,3.6038E-1,-56.460000,2.2399E+1,11090
0.10355658115807,3.6095E-1,-56.460000,2.2434E+1,11080
0.103719292685615,3.6152E-1,-56.460000,2.2470E+1,11070
0.103882259870897,3.6209E-1,-56.460000,2.2505E+1,11060
0.104045483115614,3.6265E-1,-56.460000,2.2540E+1,11050
0.104208962822095,3.6322E-1,-56.460000,2.2576E+1,11040
0.104372699393301,3.6379E-1,-56.460000,2.2611E+1,11030
0.104536693232827,3.6437E-1,-56.460000,2.2647E+1,11020
0.104700944744901,3.6494E-1,-56.460000,2.2682E+1,11010
0.104865454334386,3.6551E-1,-56.460000,2.2718E+1,11000
0.10489649760368,3.6562E-1,-56.285100,2.2743E+1,10990
0.105030197113076,3.6609E-1,-56.220200,2.2779E+1,10980
0.105164026954572,3.6655E-1,-56.155300,2.2815E+1,10970
0.105297987216171,3.6702E-1,-56.090400,2.2851E+1,10960
0.105432077985908,3.6749E-1,-56.025500,2.2887E+1,10950
0.105566299351852,3.6796E-1,-55.960600,2.2923E+1,10940
0.105700651402107,3.6842E-1,-55.895700,2.2959E+1,10930
0.105835134224806,3.6889E-1,-55.830800,2.2995E+1,10920
0.10596974790812,3.6936E-1,-55.765900,2.3031E+1,10910
0.106104492540249,3.6983E-1,-55.701000,2.3067E+1,10900
0.106239368209427,3.7030E-1,-55.636100,2.3103E+1,10890
0.106374375003923,3.7077E-1,-55.571200,2.3139E+1,10880
0.106509513012037,3.7124E-1,-55.506300,2.3176E+1,10870
0.106644782322103,3.7171E-1,-55.441400,2.3212E+1,10860
0.106780183022489,3.7219E-1,-55.376500,2.3249E+1,10850
0.106915715201594,3.7266E-1,-55.311600,2.3285E+1,10840
0.107051378947851,3.7313E-1,-55.246700,2.3321E+1,10830
0.107187174349727,3.7360E-1,-55.181800,2.3358E+1,10820
0.10732310149572,3.7408E-1,-55.116900,2.3395E+1,10810
0.107459160474365,3.7455E-1,-55.052000,2.3431E+1,10800
0.107595351374225,3.7503E-1,-54.987100,2.3468E+1,10790
0.107731674283901,3.7550E-1,-54.922200,2.3505E+1,10780
0.107868129292023,3.7598E-1,-54.857300,2.3541E+1,10770
0.108004716487257,3.7645E-1,-54.792400,2.3578E+1,10760
0.108141435958301,3.7693E-1,-54.727500,2.3615E+1,10750
0.108278287793886,3.7741E-1,-54.662600,2.3652E+1,10740
0.108415272082776,3.7789E-1,-54.597700,2.3689E+1,10730
0.108552388913769,3.7836E-1,-54.532800,2.3726E+1,10720
0.108689638375695,3.7884E-1,-54.467900,2.3763E+1,10710
0.108827020557419,3.7932E-1,-54.403000,2.3800E+1,10700
0.108964535547837,3.7980E-1,-54.338100,2.3837E+1,10690
0.109102183435878,3.8028E-1,-54.273200,2.3874E+1,10680
0.109239964310508,3.8076E-1,-54.208300,2.3912E+1,10670
0.10937787826072,3.8124E-1,-54.143400,2.3949E+1,10660
0.109515925375546,3.8172E-1,-54.078500,2.3986E+1,10650
0.109654105744047,3.8220E-1,-54.013600,2.4024E+1,10640
0.10979241945532,3.8269E-1,-53.948700,2.4061E+1,10630
0.109930866598493,3.8317E-1,-53.883800,2.4099E+1,10620
0.110069447262729,3.8365E-1,-53.818900,2.4136E+1,10610
0.110208161537222,3.8413E-1,-53.754000,2.4174E+1,10600
0.110347009511201,3.8462E-1,-53.689100,2.4211E+1,10590
0.110485991273928,3.8510E-1,-53.624200,2.4249E+1,10580
0.110625106914697,3.8559E-1,-53.559300,2.4287E+1,10570
0.110764356522836,3.8607E-1,-53.494400,2.4324E+1,10560
0.110903740187707,3.8656E-1,-53.429500,2.4362E+1,10550
0.111043257998703,3.8705E-1,-53.364600,2.4400E+1,10540
0.111182910045252,3.8753E-1,-53.299700,2.4438E+1,10530
0.111322696416814,3.8802E-1,-53.234800,2.4476E+1,10520
0.111462617202885,3.8851E-1,-53.169900,2.4514E+1,10510
0.111602672492989,3.8900E-1,-53.105000,2.4552E+1,10500
0.111742862376688,3.8948E-1,-53.040100,2.4590E+1,10490
0.111883186943575,3.8997E-1,-52.975200,2.4628E+1,10480
0.112023646283276,3.9046E-1,-52.910300,2.4666E+1,10470
0.112164240485452,3.9095E-1,-52.845400,2.4705E+1,10460
0.112304969639795,3.9144E-1,-52.780500,2.4743E+1,10450
0.112445833836031,3.9193E-1,-52.715600,2.4781E+1,10440
0.11258683316392,3.9243E-1,-52.650700,2.4820E+1,10430
0.112727967713253,3.9292E-1,-52.585800,2.4858E+1,10420
0.112869237573858,3.9341E-1,-52.520900,2.4897E+1,10410
0.113010642835593,3.9390E-1,-52.456000,2.4935E+1,10400
0.11315218358835,3.9440E-1,-52.391100,2.4974E+1,10390
0.113293859922054,3.9489E-1,-52.326200,2.5012E+1,10380
0.113435671926665,3.9538E-1,-52.261300,2.5051E+1,10370
0.113577619692174,3.9588E-1,-52.196400,2.5090E+1,10360
0.113719703308605,3.9637E-1,-52.131500,2.5128E+1,10350
0.113861922866018,3.9687E-1,-52.066600,2.5167E+1,10340
0.114004278454504,3.9737E-1,-52.001700,2.5206E+1,10330
0.114146770164188,3.9786E-1,-51.936800,2.5245E+1,10320
0.114289398085227,3.9836E-1,-51.871900,2.5284E+1,10310
0.114432162307813,3.9886E-1,-51.807000,2.5323E+1,10300
0.11457506292217,3.9936E-1,-51.742100,2.5362E+1,10290
0.114718100018556,3.9985E-1,-51.677200,2.5401E+1,10280
0.114861273687263,4.0035E-1,-51.612300,2.5440E+1,10270
0.115004584018613,4.0085E-1,-51.547400,2.5480E+1,10260
0.115148031102965,4.0135E-1,-51.482500,2.5519E+1,10250
0.115291615030709,4.0185E-1,-51.417600,2.5558E+1,10240
0.115435335892269,4.0235E-1,-51.352700,2.5597E+1,10230
0.115579193778103,4.0286E-1,-51.287800,2.5637E+1,10220
0.1157231887787,4.0336E-1,-51.222900,2.5676E+1,10210
0.115867320984586,4.0386E-1,-51.158000,2.5716E+1,10200
0.116011590486315,4.0436E-1,-51.093100,2.5755E+1,10190
0.11615599737448,4.0487E-1,-51.028200,2.5795E+1,10180
0.116300541739702,4.0537E-1,-50.963300,2.5835E+1,10170
0.11644522367264,4.0587E-1,-50.898400,2.5874E+1,10160
0.116590043263983,4.0638E-1,-50.833500,2.5914E+1,10150
0.116735000604454,4.0688E-1,-50.768600,2.5954E+1,10140
0.116880095784811,4.0739E-1,-50.703700,2.5994E+1,10130
0.117025328895842,4.0790E-1,-50.638800,2.6034E+1,10120
0.117170700028372,4.0840E-1,-50.573900,2.6074E+1,10110
0.117316209273256,4.0891E-1,-50.509000,2.6114E+1,10100
0.117461856721384,4.0942E-1,-50.444100,2.6154E+1,10090
0.11760764246368,4.0993E-1,-50.379200,2.6194E+1,10080
0.117753566591099,4.1043E-1,-50.314300,2.6234E+1,10070
0.117899629194632,4.1094E-1,-50.249400,2.6274E+1,10060
0.118045830365302,4.1145E-1,-50.184500,2.6314E+1,10050
0.118192170194163,4.1196E-1,-50.119600,2.6355E+1,10040
0.118338648772307,4.1247E-1,-50.054700,2.6395E+1,10030
0.118485266190855,4.1298E-1,-49.989800,2.6435E+1,10020
0.118632022540965,4.1350E-1,-49.924900,2.6476E+1,10010
0.118778917913825,4.1401E-1,-49.860000,2.6516E+1,10000
0.118925952400658,4.1452E-1,-49.795100,2.6557E+1,9990
0.11907312609272,4.1503E-1,-49.730200,2.6597E+1,9980
0.119220439081301,4.1555E-1,-49.665300,2.6638E+1,9970
0.119367891457723,4.1606E-1,-49.600400,2.6679E+1,9960
0.119515483313343,4.1658E-1,-49.535500,2.6719E+1,9950
0.11966321473955,4.1709E-1,-49.470600,2.6760E+1,9940
0.119811085827766,4.1761E-1,-49.405700,2.6801E+1,9930
0.119959096669448,4.1812E-1,-49.340800,2.6842E+1,9920
0.120107247356085,4.1864E-1,-49.275900,2.6883E+1,9910
0.120255537979199,4.1915E-1,-49.211000,2.6924E+1,9900
0.120403968630347,4.1967E-1,-49.146100,2.6965E+1,9890
0.120552539401117,4.2019E-1,-49.081200,2.7006E+1,9880
0.120701250383134,4.2071E-1,-49.016300,2.7047E+1,9870
0.120850101668052,4.2123E-1,-48.951400,2.7088E+1,9860
0.120999093347561,4.2175E-1,-48.886500,2.7130E+1,9850
0.121148225513385,4.2227E-1,-48.821600,2.7171E+1,9840
0.121297498257278,4.2279E-1,-48.756700,2.7212E+1,9830
0.121446911671031,4.2331E-1,-48.691800,2.7254E+1,9820
0.121596465846466,4.2383E-1,-48.626900,2.7295E+1,9810
0.121746160875439,4.2435E-1,-48.562000,2.7337E+1,9800
0.121895996849841,4.2487E-1,-48.497100,2.7378E+1,9790
0.122045973861593,4.2540E-1,-48.432200,2.7420E+1,9780
0.122196092002653,4.2592E-1,-48.367300,2.7461E+1,9770
0.12234635136501,4.2644E-1,-48.302400,2.7503E+1,9760
0.122496752040686,4.2697E-1,-48.237500,2.7545E+1,9750
0.122647294121739,4.2749E-1,-48.172600,2.7587E+1,9740
0.122797977700258,4.2802E-1,-48.107700,2.7629E+1,9730
0.122948802868365,4.2854E-1,-48.042800,2.7671E+1,9720
0.123099769718219,4.2907E-1,-47.977900,2.7712E+1,9710
0.123250878342008,4.2960E-1,-47.913000,2.7754E+1,9700
0.123402128831956,4.3012E-1,-47.848100,2.7797E+1,9690
0.12355352128032,4.3065E-1,-47.783200,2.7839E+1,9680
0.12370505577939,4.3118E-1,-47.718300,2.7881E+1,9670
0.123856732421488,4.3171E-1,-47.653400,2.7923E+1,9660
0.124008551298973,4.3224E-1,-47.588500,2.7965E+1,9650
0.124160512504234,4.3277E-1,-47.523600,2.8008E+1,9640
0.124312616129695,4.3330E-1,-47.458700,2.8050E+1,9630
0.124464862267813,4.3383E-1,-47.393800,2.8092E+1,9620
0.124617251011079,4.3436E-1,-47.328900,2.8135E+1,9610
0.124769782452016,4.3489E-1,-47.264000,2.8178E+1,9600
0.124922456683182,4.3542E-1,-47.199100,2.8220E+1,9590
0.125075273797167,4.3595E-1,-47.134200,2.8263E+1,9580
0.125228233886596,4.3649E-1,-47.069300,2.8305E+1,9570
0.125381337044127,4.3702E-1,-47.004400,2.8348E+1,9560
0.125534583362449,4.3756E-1,-46.939500,2.8391E+1,9550
0.125687972934288,4.3809E-1,-46.874600,2.8434E+1,9540
0.125841505852402,4.3862E-1,-46.809700,2.8477E+1,9530
0.125995182209581,4.3916E-1,-46.744800,2.8520E+1,9520
0.12614900209865,4.3970E-1,-46.679900,2.8563E+1,9510
0.126302965612468,4.4023E-1,-46.615000,2.8606E+1,9500
0.126457072843926,4.4077E-1,-46.550100,2.8649E+1,9490
0.126611323885949,4.4131E-1,-46.485200,2.8692E+1,9480
0.126765718831496,4.4185E-1,-46.420300,2.8735E+1,9470
0.126920257773558,4.4239E-1,-46.355400,2.8778E+1,9460
0.127074940805161,4.4292E-1,-46.290500,2.8822E+1,9450
0.127229768019363,4.4346E-1,-46.225600,2.8865E+1,9440
0.127384739509257,4.4400E-1,-46.160700,2.8909E+1,9430
0.127539855367968,4.4454E-1,-46.095800,2.8952E+1,9420
0.127695115688656,4.4509E-1,-46.030900,2.8996E+1,9410
0.127850520564513,4.4563E-1,-45.966000,2.9039E+1,9400
0.128006070088765,4.4617E-1,-45.901100,2.9083E+1,9390
0.128161764354672,4.4671E-1,-45.836200,2.9127E+1,9380
0.128317603455526,4.4726E-1,-45.771300,2.9170E+1,9370
0.128473587484655,4.4780E-1,-45.706400,2.9214E+1,9360
0.128629716535418,4.4834E-1,-45.641500,2.9258E+1,9350
0.128785990701208,4.4889E-1,-45.576600,2.9302E+1,9340
0.128942410075452,4.4943E-1,-45.511700,2.9346E+1,9330
0.129098974751612,4.4998E-1,-45.446800,2.9390E+1,9320
0.129255684823179,4.5053E-1,-45.381900,2.9434E+1,9310
0.129412540383683,4.5107E-1,-45.317000,2.9478E+1,9300
0.129569541526683,4.5162E-1,-45.252100,2.9522E+1,9290
0.129726688345775,4.5217E-1,-45.187200,2.9566E+1,9280
0.129883980934584,4.5272E-1,-45.122300,2.9611E+1,9270
0.130041419386774,4.5326E-1,-45.057400,2.9655E+1,9260
0.130199003796039,4.5381E-1,-44.992500,2.9699E+1,9250
0.130356734256107,4.5436E-1,-44.927600,2.9744E+1,9240
0.130514610860739,4.5491E-1,-44.862700,2.9788E+1,9230
0.130672633703732,4.5546E-1,-44.797800,2.9833E+1,9220
0.130830802878913,4.5602E-1,-44.732900,2.9877E+1,9210
0.130989118480145,4.5657E-1,-44.668000,2.9922E+1,9200
0.131147580601324,4.5712E-1,-44.603100,2.9967E+1,9190
0.13130618933638,4.5767E-1,-44.538200,3.0012E+1,9180
0.131464944779274,4.5823E-1,-44.473300,3.0056E+1,9170
0.131623847024004,4.5878E-1,-44.408400,3.0101E+1,9160
0.131782896164599,4.5933E-1,-44.343500,3.0146E+1,9150
0.131942092295122,4.5989E-1,-44.278600,3.0191E+1,9140
0.132101435509671,4.6044E-1,-44.213700,3.0236E+1,9130
0.132260925902375,4.6100E-1,-44.148800,3.0281E+1,9120
0.1324205635674,4.6156E-1,-44.083900,3.0326E+1,9110
0.132580348598941,4.6211E-1,-44.019000,3.0372E+1,9100
0.132740281091232,4.6267E-1,-43.954100,3.0417E+1,9090
0.132900361138534,4.6323E-1,-43.889200,3.0462E+1,9080
0.133060588835148,4.6379E-1,-43.824300,3.0508E+1,9070
0.133220964275404,4.6435E-1,-43.759400,3.0553E+1,9060
0.133381487553669,4.6491E-1,-43.694500,3.0598E+1,9050
0.133542158764339,4.6547E-1,-43.629600,3.0644E+1,9040
0.133702978001848,4.6603E-1,-43.564700,3.0690E+1,9030
0.133863945360662,4.6659E-1,-43.499800,3.0735E+1,9020
0.13402506093528,4.6715E-1,-43.434900,3.0781E+1,9010
0.134186324820235,4.6771E-1,-43.370000,3.0827E+1,9000
0.134347737110093,4.6827E-1,-43.305100,3.0872E+1,8990
0.134509297899454,4.6884E-1,-43.240200,3.0918E+1,8980
0.134671007282953,4.6940E-1,-43.175300,3.0964E+1,8970
0.134832865355255,4.6996E-1,-43.110400,3.1010E+1,8960
0.134994872211063,4.7053E-1,-43.045500,3.1056E+1,8950
0.13515702794511,4.7109E-1,-42.980600,3.1102E+1,8940
0.135319332652164,4.7166E-1,-42.915700,3.1148E+1,8930
0.135481786427027,4.7223E-1,-42.850800,3.1195E+1,8920
0.135644389364533,4.7279E-1,-42.785900,3.1241E+1,8910
0.135807141559552,4.7336E-1,-42.721000,3.1287E+1,8900
0.135970043106985,4.7393E-1,-42.656100,3.1333E+1,8890
0.136133094101768,4.7450E-1,-42.591200,3.1380E+1,8880
0.136296294638871,4.7507E-1,-42.526300,3.1426E+1,8870
0.136459644813297,4.7563E-1,-42.461400,3.1473E+1,8860
0.136623144720082,4.7620E-1,-42.396500,3.1519E+1,8850
0.136786794454296,4.7678E-1,-42.331600,3.1566E+1,8840
0.136950594111043,4.7735E-1,-42.266700,3.1613E+1,8830
0.137114543785461,4.7792E-1,-42.201800,3.1660E+1,8820
0.13727864357272,4.7849E-1,-42.136900,3.1706E+1,8810
0.137442893568025,4.7906E-1,-42.072000,3.1753E+1,8800
0.137607293866615,4.7964E-1,-42.007100,3.1800E+1,8790
0.13777184456376,4.8021E-1,-41.942200,3.1847E+1,8780
0.137936545754766,4.8078E-1,-41.877300,3.1894E+1,8770
0.138101397534973,4.8136E-1,-41.812400,3.1941E+1,8760
0.138266399999753,4.8193E-1,-41.747500,3.1988E+1,8750
0.138431553244511,4.8251E-1,-41.682600,3.2035E+1,8740
0.138596857364689,4.8308E-1,-41.617700,3.2083E+1,8730
0.138762312455759,4.8366E-1,-41.552800,3.2130E+1,8720
0.138927918613229,4.8424E-1,-41.487900,3.2177E+1,8710
0.139093675932639,4.8482E-1,-41.423000,3.2225E+1,8700
0.139259584509564,4.8539E-1,-41.358100,3.2272E+1,8690
0.139425644439611,4.8597E-1,-41.293200,3.2320E+1,8680
0.139591855818423,4.8655E-1,-41.228300,3.2367E+1,8670
0.139758218741674,4.8713E-1,-41.163400,3.2415E+1,8660
0.139924733305074,4.8771E-1,-41.098500,3.2463E+1,8650
0.140091399604364,4.8829E-1,-41.033600,3.2511E+1,8640
0.140258217735322,4.8887E-1,-40.968700,3.2558E+1,8630
0.140425187793758,4.8946E-1,-40.903800,3.2606E+1,8620
0.140592309875513,4.9004E-1,-40.838900,3.2654E+1,8610
0.140759584076466,4.9062E-1,-40.774000,3.2702E+1,8600
0.140927010492528,4.9121E-1,-40.709100,3.2750E+1,8590
0.141094589219643,4.9179E-1,-40.644200,3.2798E+1,8580
0.141262320353789,4.9237E-1,-40.579300,3.2846E+1,8570
0.141430203990978,4.9296E-1,-40.514400,3.2895E+1,8560
0.141598240227256,4.9355E-1,-40.449500,3.2943E+1,8550
0.1417664291587,4.9413E-1,-40.384600,3.2991E+1,8540
0.141934770881425,4.9472E-1,-40.319700,3.3040E+1,8530
0.142103265491577,4.9531E-1,-40.254800,3.3088E+1,8520
0.142271913085335,4.9589E-1,-40.189900,3.3137E+1,8510
0.142440713758915,4.9648E-1,-40.125000,3.3185E+1,8500
0.142609667608562,4.9707E-1,-40.060100,3.3234E+1,8490
0.142778774730559,4.9766E-1,-39.995200,3.3282E+1,8480
0.14294803522122,4.9825E-1,-39.930300,3.3331E+1,8470
0.143117449176893,4.9884E-1,-39.865400,3.3380E+1,8460
0.143287016693962,4.9943E-1,-39.800500,3.3429E+1,8450
0.143456737868841,5.0002E-1,-39.735600,3.3478E+1,8440
0.143626612797981,5.0062E-1,-39.670700,3.3527E+1,8430
0.143796641577864,5.0121E-1,-39.605800,3.3576E+1,8420
0.143966824305008,5.0180E-1,-39.540900,3.3625E+1,8410
0.144137161075964,5.0240E-1,-39.476000,3.3674E+1,8400
0.144307651987316,5.0299E-1,-39.411100,3.3723E+1,8390
0.144478297135681,5.0358E-1,-39.346200,3.3772E+1,8380
0.144649096617713,5.0418E-1,-39.281300,3.3822E+1,8370
0.144820050530096,5.0478E-1,-39.216400,3.3871E+1,8360
0.144991158969549,5.0537E-1,-39.151500,3.3920E+1,8350
0.145162422032826,5.0597E-1,-39.086600,3.3970E+1,8340
0.145333839816714,5.0657E-1,-39.021700,3.4019E+1,8330
0.145505412418032,5.0716E-1,-38.956800,3.4069E+1,8320
0.145677139933634,5.0776E-1,-38.891900,3.4119E+1,8310
0.145849022460409,5.0836E-1,-38.827000,3.4168E+1,8300
0.146021060095279,5.0896E-1,-38.762100,3.4218E+1,8290
0.146193252935198,5.0956E-1,-38.697200,3.4268E+1,8280
0.146365601077155,5.1016E-1,-38.632300,3.4318E+1,8270
0.146538104618174,5.1076E-1,-38.567400,3.4368E+1,8260
0.146710763655311,5.1137E-1,-38.502500,3.4418E+1,8250
0.146883578285655,5.1197E-1,-38.437600,3.4468E+1,8240
0.147056548606332,5.1257E-1,-38.372700,3.4518E+1,8230
0.147229674714498,5.1317E-1,-38.307800,3.4568E+1,8220
0.147402956707345,5.1378E-1,-38.242900,3.4619E+1,8210
0.147576394682099,5.1438E-1,-38.178000,3.4669E+1,8200
0.147749988736019,5.1499E-1,-38.113100,3.4719E+1,8190
