Time	TX	txGrid	RX	rxGrid	MHz	Watts	SNR	drift	k	az	mode	k/W	spotQ	version
2025-11-04 12:06	KF8EEZ	EM79vr	K3GMQ-B	FN20lh	14.09707	0.01	-16	0	783	82	WSPR2	78300	42506	WD_3.3.2-2
2025-11-04 12:06	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-16	0	795	78	WSPR2	79500	43157	WD_3.3.2-2
2025-11-04 12:06	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097064	0.01	-21	0	747	73	WSPR2	74700	29880	WD_3.3.2-2
2025-11-04 12:06	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097064	0.01	-18	0	747	73	WSPR2	74700	36283	WD_3.3.2-2
2025-11-04 12:06	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-19	0	733	93	WSPR2	73300	33509	2.3.1
2025-11-04 12:56	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097063	0.01	-20	0	955	79	WSPR2	95500	40929	WD_3.2.1
2025-11-04 12:56	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097089	0.01	-19	0	744	30	WSPR2	74400	34011	CWSL_DIGI
2025-11-04 12:56	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-17	0	795	78	WSPR2	79500	40886	WD_3.3.2-2
2025-11-04 13:06	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097089	0.01	-19	0	744	30	WSPR2	74400	34011	CWSL_DIGI
2025-11-04 13:06	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097078	0.01	-19	0	733	93	WSPR2	73300	33509	2.3.1
2025-11-05 10:16	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097064	0.01	-25	0	955	79	WSPR2	95500	27286	WD_3.2.1
2025-11-05 10:16	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-23	0	744	30	WSPR2	74400	25509	CWSL_DIGI
2025-11-05 10:16	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097064	0.01	-10	0	669	55	WSPR2	66900	47786	WD_3.3.2-2
2025-11-05 10:16	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-25	0	795	78	WSPR2	79500	22714	WD_3.3.2-2
2025-11-05 10:16	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097064	0.01	-19	0	945	76	WSPR2	94500	43200	WD_3.3.2-2
2025-11-05 10:16	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097064	0.01	-25	0	747	73	WSPR2	74700	21343	WD_3.3.2-2
2025-11-05 10:16	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097064	0.01	-21	0	747	73	WSPR2	74700	29880	WD_3.3.2-2
2025-11-05 10:16	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097064	0.01	-29	0	1108	69	WSPR2	110800	18994	2.7.0
2025-11-05 10:16	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-26	0	733	93	WSPR2	73300	18849	2.3.1
2025-11-05 10:26	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097063	0.01	-17	0	955	79	WSPR2	95500	49114	WD_3.2.1
2025-11-05 10:26	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097063	0.01	-9	0	669	55	WSPR2	66900	49697	WD_3.3.2-2
2025-11-05 10:26	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-18	0	945	76	WSPR2	94500	45900	WD_3.3.2-2
2025-11-05 10:26	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-21	0	795	78	WSPR2	79500	31800	WD_3.3.2-2
2025-11-05 10:26	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-21	0	747	73	WSPR2	74700	29880	WD_3.3.2-2
2025-11-05 10:26	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097064	0.01	-24	0	747	73	WSPR2	74700	23477	WD_3.3.2-2
2025-11-05 10:36	KF8EEZ	EM79vr	SWLFNS	FN20hu	14.097064	0.01	-25	0	759	78	WSPR2	75900	21686	1.4A Kiwi
2025-11-05 10:36	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097063	0.01	-23	0	955	79	WSPR2	95500	32743	WD_3.2.1
2025-11-05 10:36	KF8EEZ	EM79vr	K5MO	FM05	14.097065	0.01	-26	0	656	134	WSPR2	65600	16869	WD_3.2.3
2025-11-05 10:36	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-22	0	945	76	WSPR2	94500	35100	WD_3.3.2-2
2025-11-05 10:36	KF8EEZ	EM79vr	W3PM	EM64or	14.097063	0.01	-23	0	601	203	WSPR2	60100	20606	WD_3.3.2-2
2025-11-05 10:36	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-24	0	795	78	WSPR2	79500	24986	WD_3.3.2-2
2025-11-05 10:36	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-27	0	747	73	WSPR2	74700	17074	WD_3.3.2-2
2025-11-05 10:36	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-29	0	747	73	WSPR2	74700	12806	WD_3.3.2-2
2025-11-05 10:36	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097064	0.01	-24	0	1108	69	WSPR2	110800	34823	2.7.0
2025-11-05 10:36	KF8EEZ	EM79vr	WA3NAN	FM19na	14.097104	0.01	-8	0	635	95	WSPR2	63500	48986	2.7.0-rc3
2025-11-05 10:36	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.09705	0.01	-15	0	607	89	WSPR2	60700	34686	2.5.4
2025-11-05 10:36	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-26	0	733	93	WSPR2	73300	18849	2.3.1
2025-11-05 10:46	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097064	0.01	-19	0	955	79	WSPR2	95500	43657	WD_3.2.1
2025-11-05 10:46	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097063	0.01	-18	-1	669	55	WSPR2	66900	32494	WD_3.3.2-2
2025-11-05 10:46	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-20	-1	945	76	WSPR2	94500	40500	WD_3.3.2-2
2025-11-05 10:46	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-21	-1	795	78	WSPR2	79500	31800	WD_3.3.2-2
2025-11-05 10:46	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-20	0	747	73	WSPR2	74700	32014	WD_3.3.2-2
2025-11-05 10:46	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-22	0	747	73	WSPR2	74700	27746	WD_3.3.2-2
2025-11-05 10:46	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097064	0.01	-19	0	1108	69	WSPR2	110800	50651	2.7.0
2025-11-05 10:46	KF8EEZ	EM79vr	K5XL	EM12kp	14.097063	0.01	-28	0	1399	240	WSPR2	139900	27980	3.0.0-rc1
2025-11-05 10:46	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-28	0	733	93	WSPR2	73300	14660	2.3.1
2025-11-05 10:46	KF8EEZ	EM79vr	KC9VNU	EM80ug	14.097073	0.01	-33	-1	1066	170	WSPR2	106600	6091	2.7.0
2025-11-05 10:56	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097087	0.01	-15	1	744	30	WSPR2	74400	42514	CWSL_DIGI
2025-11-05 10:56	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097064	0.01	-14	0	669	55	WSPR2	66900	40140	WD_3.3.2-2
2025-11-05 10:56	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-23	0	747	73	WSPR2	74700	25611	WD_3.3.2-2
2025-11-05 10:56	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-19	0	795	78	WSPR2	79500	36343	WD_3.3.2-2
2025-11-05 10:56	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-25	0	747	73	WSPR2	74700	21343	WD_3.3.2-2
2025-11-05 10:56	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097078	0.01	-23	0	733	93	WSPR2	73300	25131	2.3.1
2025-11-05 11:06	KF8EEZ	EM79vr	K6RFT	EM47bg	14.097064	0.01	-20	0	721	250	WSPR2	72100	30900	WD_3.2.3
2025-11-05 11:06	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097063	0.01	-22	0	955	79	WSPR2	95500	35471	WD_3.2.1
2025-11-05 11:06	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-17	0	744	30	WSPR2	74400	38263	CWSL_DIGI
2025-11-05 11:06	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097063	0.01	-18	0	669	55	WSPR2	66900	32494	WD_3.3.2-2
2025-11-05 11:06	KF8EEZ	EM79vr	WW4ET	FM14bb	14.097071	0.01	-26	0	845	136	WSPR2	84500	21729	2.7.0
2025-11-05 11:06	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-22	0	945	76	WSPR2	94500	35100	WD_3.3.2-2
2025-11-05 11:06	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-23	0	795	78	WSPR2	79500	27257	WD_3.3.2-2
2025-11-05 11:06	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097064	0.01	-24	0	747	73	WSPR2	74700	23477	WD_3.3.2-2
2025-11-05 11:06	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097064	0.01	-26	0	747	73	WSPR2	74700	19209	WD_3.3.2-2
2025-11-05 11:06	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097065	0.01	-30	0	1108	69	WSPR2	110800	15829	2.7.0
2025-11-05 11:06	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.09705	0.01	-10	0	607	89	WSPR2	60700	43357	2.5.4
2025-11-05 11:06	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-26	0	733	93	WSPR2	73300	18849	2.3.1
2025-11-05 11:16	KF8EEZ	EM79vr	K6RFT	EM47bg	14.097064	0.01	-18	0	721	250	WSPR2	72100	35020	WD_3.2.3
2025-11-05 11:16	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097064	0.01	-21	0	955	79	WSPR2	95500	38200	WD_3.2.1
2025-11-05 11:16	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097064	0.01	-9	0	669	55	WSPR2	66900	49697	WD_3.3.2-2
2025-11-05 11:16	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-23	0	795	78	WSPR2	79500	27257	WD_3.3.2-2
2025-11-05 11:16	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-23	0	945	76	WSPR2	94500	32400	WD_3.3.2-2
2025-11-05 11:16	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-24	0	747	73	WSPR2	74700	23477	WD_3.3.2-2
2025-11-05 11:16	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-26	0	747	73	WSPR2	74700	19209	WD_3.3.2-2
2025-11-05 11:16	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.09705	0.01	-17	0	607	89	WSPR2	60700	31217	2.5.4
2025-11-05 11:16	KF8EEZ	EM79vr	WA9FIO	EN43jt	14.097069	0.01	-25	0	737	310	WSPR2	73700	21057	2.6.1
2025-11-05 11:26	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-23	0	744	30	WSPR2	74400	25509	CWSL_DIGI
2025-11-05 11:26	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097064	0.01	-11	0	669	55	WSPR2	66900	45874	WD_3.3.2-2
2025-11-05 11:26	KF8EEZ	EM79vr	WA9FIO	EN43jt	14.09707	0.01	-18	0	737	310	WSPR2	73700	35797	2.6.1
2025-11-05 11:36	KF8EEZ	EM79vr	K6RFT	EM47bg	14.097064	0.01	-12	0	721	250	WSPR2	72100	47380	WD_3.2.3
2025-11-05 11:36	KF8EEZ	EM79vr	KD7EFG-1	DN31uo	14.097064	0.01	-28	0	2367	284	WSPR2	236700	47340	WD_3.1.7
2025-11-05 11:36	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097063	0.01	-17	0	955	79	WSPR2	95500	49114	WD_3.2.1
2025-11-05 11:36	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-17	0	744	30	WSPR2	74400	38263	CWSL_DIGI
2025-11-05 11:36	KF8EEZ	EM79vr	K5MO	FM05	14.097065	0.01	-17	0	656	134	WSPR2	65600	33737	WD_3.2.3
2025-11-05 11:36	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097064	0.01	-2	0	669	55	WSPR2	66900	63077	WD_3.3.2-2
2025-11-05 11:36	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097064	0.01	-9	0	945	76	WSPR2	94500	70200	WD_3.3.2-2
2025-11-05 11:36	KF8EEZ	EM79vr	WW4ET	FM14bb	14.097071	0.01	-22	0	845	136	WSPR2	84500	31386	2.7.0
2025-11-05 11:36	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-9	0	795	78	WSPR2	79500	59057	WD_3.3.2-2
2025-11-05 11:36	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097064	0.01	-18	-1	747	73	WSPR2	74700	36283	WD_3.3.2-2
2025-11-05 11:36	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097064	0.01	-16	-1	747	73	WSPR2	74700	40551	WD_3.3.2-2
2025-11-05 11:36	KF8EEZ	EM79vr	KD3ALD	FN21ni	14.097064	0.01	-26	-1	809	74	WSPR2	80900	20803	WD_3.3.2-1
2025-11-05 11:36	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.09705	0.01	-7	0	607	89	WSPR2	60700	48560	2.5.4
2025-11-05 11:36	KF8EEZ	EM79vr	VE6JY	DO33or	14.097079	0.01	-22	0	2648	315	WSPR2	264800	98354	2.7.1-deve
2025-11-05 11:36	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097065	0.01	-20	0	1108	69	WSPR2	110800	47486	2.7.0
2025-11-05 11:36	KF8EEZ	EM79vr	WA9FIO	EN43jt	14.097069	0.01	-13	0	737	310	WSPR2	73700	46326	2.6.1
2025-11-05 11:36	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-22	0	733	93	WSPR2	73300	27226	2.3.1
2025-11-05 11:46	KF8EEZ	EM79vr	K6RFT	EM47bg	14.097064	0.01	-20	0	721	250	WSPR2	72100	30900	WD_3.2.3
2025-11-05 11:46	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097064	0.01	-24	0	955	79	WSPR2	95500	30014	WD_3.2.1
2025-11-05 11:46	KF8EEZ	EM79vr	K1RA	FM18cr	14.097099	0.01	-28	0	564	99	WSPR2	56400	11280	CWSL_DIGI
2025-11-05 11:46	KF8EEZ	EM79vr	K5MO	FM05	14.097063	0.01	-21	-1	656	134	WSPR2	65600	26240	WD_3.2.3
2025-11-05 11:46	KF8EEZ	EM79vr	K5KHK	FN13dc	14.097132	0.01	-19	-1	659	53	WSPR2	65900	30126	1.4A Kiwi
2025-11-05 11:46	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097063	0.01	-10	0	669	55	WSPR2	66900	47786	WD_3.3.2-2
2025-11-05 11:46	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-17	0	744	30	WSPR2	74400	38263	CWSL_DIGI
2025-11-05 11:46	KF8EEZ	EM79vr	K4JK	FM07vs	14.097065	0.01	-9	-1	564	111	WSPR2	56400	41897	WD_3.3.2-2
2025-11-05 11:46	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-21	0	795	78	WSPR2	79500	31800	WD_3.3.2-2
2025-11-05 11:46	KF8EEZ	EM79vr	K3GMQ	FN20lh	14.097064	0.01	-28	-1	783	82	WSPR2	78300	15660	QMTECH
2025-11-05 11:46	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-23	0	945	76	WSPR2	94500	32400	WD_3.3.2-2
2025-11-05 11:46	KF8EEZ	EM79vr	WW4ET	FM14bb	14.097071	0.01	-25	0	845	136	WSPR2	84500	24143	2.7.0
2025-11-05 11:46	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-29	-1	747	73	WSPR2	74700	12806	WD_3.3.2-2
2025-11-05 11:46	KF8EEZ	EM79vr	W3PM	EM64or	14.097064	0.01	-29	0	601	203	WSPR2	60100	10303	WD_3.3.2-2
2025-11-05 11:46	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-25	0	747	73	WSPR2	74700	21343	WD_3.3.2-2
2025-11-05 11:46	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.097049	0.01	-14	-1	607	89	WSPR2	60700	36420	2.5.4
2025-11-05 11:46	KF8EEZ	EM79vr	W4BDE	EL89pr	14.097074	0.01	-26	-1	1120	173	WSPR2	112000	28800	2.6.1
2025-11-05 11:46	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097065	0.01	-24	-1	1108	69	WSPR2	110800	34823	2.7.0
2025-11-05 11:46	KF8EEZ	EM79vr	K5XL	EM12kp	14.097063	0.01	-30	0	1399	240	WSPR2	139900	19986	3.0.0-rc1
2025-11-05 11:46	KF8EEZ	EM79vr	VE6JY	DO33or	14.097078	0.01	-31	-1	2648	315	WSPR2	264800	30263	2.7.1-deve
2025-11-05 11:46	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-24	0	733	93	WSPR2	73300	23037	2.3.1
2025-11-05 11:56	KF8EEZ	EM79vr	WD4ELG	FM06be	14.097065	0.01	-18	0	547	135	WSPR2	54700	26569	WD_3.3.2-1
2025-11-05 11:56	KF8EEZ	EM79vr	K1RA	FM18cr	14.097098	0.01	-19	0	564	99	WSPR2	56400	25783	CWSL_DIGI
2025-11-05 11:56	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097063	0.01	-15	0	955	79	WSPR2	95500	54571	WD_3.2.1
2025-11-05 11:56	KF8EEZ	EM79vr	K5MO	FM05	14.097064	0.01	-20	0	656	134	WSPR2	65600	28114	WD_3.2.3
2025-11-05 11:56	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-16	-1	744	30	WSPR2	74400	40389	CWSL_DIGI
2025-11-05 11:56	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097063	0.01	-2	-1	669	55	WSPR2	66900	63077	WD_3.3.2-2
2025-11-05 11:56	KF8EEZ	EM79vr	K1RA-PI	FM18cr	14.097064	0.01	-19	-1	564	99	WSPR2	56400	25783	DS_0.35.1
2025-11-05 11:56	KF8EEZ	EM79vr	W3OA	EM95mn	14.096998	0.01	-15	0	544	147	WSPR2	54400	31086	CWSL_DIGI
2025-11-05 11:56	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097064	0.01	-16	0	945	76	WSPR2	94500	51300	WD_3.3.2-2
2025-11-05 11:56	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-18	-1	795	78	WSPR2	79500	38614	WD_3.3.2-2
2025-11-05 11:56	KF8EEZ	EM79vr	K4JK	FM07vs	14.097061	0.01	-1	-1	564	111	WSPR2	56400	54789	WD_3.3.2-2
2025-11-05 11:56	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-19	-1	747	73	WSPR2	74700	34149	WD_3.3.2-2
2025-11-05 11:56	KF8EEZ	EM79vr	W3PM	EM64or	14.097064	0.01	-17	0	601	203	WSPR2	60100	30909	WD_3.3.2-2
2025-11-05 11:56	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.097049	0.01	-13	0	607	89	WSPR2	60700	38154	2.5.4
2025-11-05 11:56	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-22	-1	747	73	WSPR2	74700	27746	WD_3.3.2-2
2025-11-05 11:56	KF8EEZ	EM79vr	VE6JY	DO33or	14.09708	0.01	-20	0	2648	315	WSPR2	264800	113486	2.7.1-deve
2025-11-05 11:56	KF8EEZ	EM79vr	K4KR	EM74	14.097095	0.01	-19	-1	588	187	WSPR2	58800	26880	2.7.0
2025-11-05 11:56	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097078	0.01	-22	-1	733	93	WSPR2	73300	27226	2.3.1
2025-11-05 12:06	KF8EEZ	EM79vr	WD4ELG	FM06be	14.097065	0.01	-24	0	547	135	WSPR2	54700	17191	WD_3.3.2-1
2025-11-05 12:06	KF8EEZ	EM79vr	K5KHK	FN13dc	14.097132	0.01	-25	0	659	53	WSPR2	65900	18829	1.4A Kiwi
2025-11-05 12:06	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097064	0.01	-28	0	955	79	WSPR2	95500	19100	WD_3.2.1
2025-11-05 12:06	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-26	0	744	30	WSPR2	74400	19131	CWSL_DIGI
2025-11-05 12:06	KF8EEZ	EM79vr	K5MO	FM05	14.097064	0.01	-26	0	656	134	WSPR2	65600	16869	WD_3.2.3
2025-11-05 12:06	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097063	0.01	-31	0	669	55	WSPR2	66900	7646	WD_3.3.2-2
2025-11-05 12:06	KF8EEZ	EM79vr	W3PM	EM64or	14.097063	0.01	-30	-1	601	203	WSPR2	60100	8586	WD_3.3.2-2
2025-11-05 12:06	KF8EEZ	EM79vr	W3OA	EM95mn	14.096998	0.01	-21	0	544	147	WSPR2	54400	21760	CWSL_DIGI
2025-11-05 12:06	KF8EEZ	EM79vr	WW4ET	FM14bb	14.097071	0.01	-29	0	845	136	WSPR2	84500	14486	2.7.0
2025-11-05 12:06	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-25	0	945	76	WSPR2	94500	27000	WD_3.3.2-2
2025-11-05 12:06	KF8EEZ	EM79vr	K4JK	FM07vs	14.09706	0.01	-12	0	564	111	WSPR2	56400	37063	WD_3.3.2-2
2025-11-05 12:06	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-24	0	795	78	WSPR2	79500	24986	WD_3.3.2-2
2025-11-05 12:06	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-23	0	747	73	WSPR2	74700	25611	WD_3.3.2-2
2025-11-05 12:06	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-27	0	747	73	WSPR2	74700	17074	WD_3.3.2-2
2025-11-05 12:06	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.097049	0.01	-23	0	607	89	WSPR2	60700	20811	2.5.4
2025-11-05 12:06	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097064	0.01	-27	0	1108	69	WSPR2	110800	25326	2.7.0
2025-11-05 12:06	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-29	0	733	93	WSPR2	73300	12566	2.3.1
2025-11-05 12:16	KF8EEZ	EM79vr	K5KHK	FN13dc	14.097132	0.01	-23	0	659	53	WSPR2	65900	22594	1.4A Kiwi
2025-11-05 12:16	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097063	0.01	-14	0	955	79	WSPR2	95500	57300	WD_3.2.1
2025-11-05 12:16	KF8EEZ	EM79vr	K5MO	FM05	14.097064	0.01	-19	0	656	134	WSPR2	65600	29989	WD_3.2.3
2025-11-05 12:16	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097064	0.01	-8	0	669	55	WSPR2	66900	51609	WD_3.3.2-2
2025-11-05 12:16	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097064	0.01	-14	0	945	76	WSPR2	94500	56700	WD_3.3.2-2
2025-11-05 12:16	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-16	0	795	78	WSPR2	79500	43157	WD_3.3.2-2
2025-11-05 12:16	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-18	0	747	73	WSPR2	74700	36283	WD_3.3.2-2
2025-11-05 12:16	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097064	0.01	-21	0	747	73	WSPR2	74700	29880	WD_3.3.2-2
2025-11-05 12:16	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.097049	0.01	-16	0	607	89	WSPR2	60700	32951	2.5.4
2025-11-05 12:16	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097079	0.01	-22	0	733	93	WSPR2	73300	27226	2.3.1
2025-11-05 12:26	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-21	0	744	30	WSPR2	74400	29760	CWSL_DIGI
2025-11-05 12:26	KF8EEZ	EM79vr	K5MO	FM05	14.097063	0.01	-23	0	656	134	WSPR2	65600	22491	WD_3.2.3
2025-11-05 12:26	KF8EEZ	EM79vr	KD2OM	FN12gx	14.097063	0.01	-12	0	669	55	WSPR2	66900	43963	WD_3.3.2-2
2025-11-05 12:26	KF8EEZ	EM79vr	WW4ET	FM14bb	14.097071	0.01	-29	0	845	136	WSPR2	84500	14486	2.7.0
2025-11-05 12:26	KF8EEZ	EM79vr	N2YCH-1	FN31jg	14.097063	0.01	-19	0	945	76	WSPR2	94500	43200	WD_3.3.2-2
2025-11-05 12:26	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097063	0.01	-22	0	795	78	WSPR2	79500	29529	WD_3.3.2-2
2025-11-05 12:26	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097063	0.01	-21	0	747	73	WSPR2	74700	29880	WD_3.3.2-2
2025-11-05 12:26	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097064	0.01	-24	0	747	73	WSPR2	74700	23477	WD_3.3.2-2
2025-11-05 12:26	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097064	0.01	-25	0	1108	69	WSPR2	110800	31657	2.7.0
2025-11-05 12:26	KF8EEZ	EM79vr	NA1S	FN31jp	14.097073	0.01	-25	0	951	74	WSPR2	95100	27171	2.6.1
2025-11-05 12:26	KF8EEZ	EM79vr	KA3LNA	FM29dc	14.097078	0.01	-25	0	733	93	WSPR2	73300	20943	2.3.1
2025-11-05 12:36	KF8EEZ	EM79vr	WA2TP	FN30lu	14.097064	0.01	-13	0	955	79	WSPR2	95500	60029	WD_3.2.1
2025-11-05 12:36	KF8EEZ	EM79vr	VE3EID	FN05gk	14.097088	0.01	-21	-1	744	30	WSPR2	74400	29760	CWSL_DIGI
2025-11-05 12:36	KF8EEZ	EM79vr	AA4PG	EM63pm	14.097063	0.01	-24	0	725	199	WSPR2	72500	22786	1.4A Kiwi
2025-11-05 12:36	KF8EEZ	EM79vr	K5MO	FM05	14.097063	0.01	-16	0	656	134	WSPR2	65600	35611	WD_3.2.3
2025-11-05 12:36	KF8EEZ	EM79vr	UACNJ	FN20mv	14.097064	0.01	-18	0	795	78	WSPR2	79500	38614	WD_3.3.2-2
2025-11-05 12:36	KF8EEZ	EM79vr	W2NAF-2	FN21ei	14.097063	0.01	-22	-1	747	73	WSPR2	74700	27746	WD_3.3.2-2
2025-11-05 12:36	KF8EEZ	EM79vr	W2NAF-3	FN21ei	14.097064	0.01	-17	0	747	73	WSPR2	74700	38417	WD_3.3.2-2
2025-11-05 12:36	KF8EEZ	EM79vr	N8VIM	FN42fq	14.097064	0.01	-17	0	1108	69	WSPR2	110800	56983	2.7.0
2025-11-05 12:36	KF8EEZ	EM79vr	WA3VPZ	FM19kn	14.09705	0.01	-29	0	607	89	WSPR2	60700	10406	2.5.4
2025-11-05 12:36	KF8EEZ	EM79vr	WA3NAN	FM19na	14.097105	0.01	-8	0	635	95	WSPR2	63500	48986	2.7.0-rc3
